Language,Name,Profession,Gender,Age,Elimination Date,Elimination Week Number,Contestant Number,Wild Card,Host Name,Broadcasted By,OTT Platform,Average TRP,Most Viewed States,House Location,OTT Season,Number of Evictions Faced,Number of Times Elected as Captain,Number of Re-entries,Walked,Ejected,In Secret-Room,Won Eviction Free Pass,Won Ticket to Finale,Secret Task,Social Media Popularity,Finalist,Winner
Kannada,Chandana Ananthakrishna,Actress,Female,Young,5-Jan-20,12.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Deepika Das,Actress,Female,Young,,16.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,10,0.0,0.0,0.0,0.0,,,,,6.0,1.0,0
Kannada,Duniya Rashmi,Actress,Female,Middle,,3.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Gurulinga Swamy,Swamiji,Male,Middle,,1.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Harish Raj,Actor,Male,Middle,,16.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,7,2.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Jai Jagadish,Actor,Male,Old,,5.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Kishan Belagali,Dancer,Male,Middle,19-Jan-20,14.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Kuri Prathap,Actor,Male,Middle,,16.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,1.0,0.0,0.0,0.0,,,,,8.0,1.0,0
Kannada,Priyanka Shivanna,Actress,Female,Young,26-Jan-20,15.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,7,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Raju Talikote,Actor,Male,Middle,,9.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Ravi Belagere,Journalist,Male,Old,,,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,1.0,0.0,,,,,,0.0,0
Kannada,Shine Shetty,Actor,Male,Young,,,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,2.0,0.0,0.0,0.0,,,,,9.0,1.0,1
Kannada,Sujatha Satyanarayan,Radio Jockey,Female,Middle,,6.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Vasuki Vaibhav,Musician,Male,Young,,16.0,,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,1.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Kannada,RJ Prithvi,Radio Jockey,Male,Middle,,7.0,19.0,Yes,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Raksha Somashekhar,Actress,Female,Young,,8.0,20.0,Yes,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Aravind KP,Sports Person,Male,Middle,,,6.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,3.0,0.0,0.0,0.0,,,,,9.0,1.0,0
Kannada,Chandrakala Mohan,Soap Actress,Female,Old,,4.0,15.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Dhanushree,Social Media Star,Female,Young,7-Mar-21,1.0,1.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Divya Suresh,Actress,Female,Young,,17.0,13.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,11,1.0,0.0,0.0,0.0,,,,,6.0,1.0,0
Kannada,Divya Uruduga,Actress,Female,Middle,,,14.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,2.0,0.0,1.0,0.0,,,,,8.0,1.0,0
Kannada,Geetha Bharathi Bhat,Soap Actress,Female,Young,,3.0,9.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Manju Pavagada,Comedian,Male,Middle,,,10.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,2.0,0.0,0.0,0.0,,,,,9.0,1.0,1
Kannada,Nidhi Subbaiah,Actress,Female,Middle,,12.0,7.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Nirmala Chennappa,Actress,Female,Middle,14-Mar-21,2.0,11.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Prashanth Sambargi,Activist,Male,Middle,,,16.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,14,2.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Kannada,Raghu Gowda,Social Media Star,Male,Middle,,13.0,12.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Rajeev Hanu,Actor,Male,Middle,,8.0,17.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Shamanth Gowda,Social Media Star,Male,Young,,16.0,8.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,2.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Shankar Ashwath,Actor,Male,Old,,5.0,3.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Shubha Poonja,Actress,Female,Middle,,16.0,2.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Vaishnavi Gowda,Soap Actress,Female,Young,,,5.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,0.0,0.0,0.0,0.0,,,,,8.0,1.0,0
Kannada,Vishwanath Haveri,Singer,Male,Young,,7.0,4.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,5,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Chakravarty Chandrachud,Film Director,Male,Middle,,16.0,18.0,Yes,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,5,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Vyjayanthi Adiga,Actress,Female,Young,,6.0,19.0,Yes,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,0,0.0,0.0,1.0,0.0,,,,,,0.0,0
Kannada,Priyanka Thimmesh,Actress,Female,Young,,14.0,20.0,Yes,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,5,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Akshatha Kuki,Model,Female,Middle,3-Sep-22,4.0,8.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Arjun Ramesh,Soap Actor,Male,Middle,19-Aug-22,2.0,6.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,1,1.0,0.0,1.0,0.0,,,,,,,0
Kannada,Aryavardhan Guruji,Numerologist,Male,Old,16-Sep-22,6.0,1.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,5,0.0,0.0,0.0,0.0,,,,,8.0,1.0,0
Kannada,Chaitra Halikere,Actress,Female,Old,3-Sep-22,4.0,10.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,2,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Jashwanth,Reality Show Alumni,Male,Young,16-Sep-22,6.0,14.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,1.0,0.0,0.0,0.0,,,,,,1.0,0
Kannada,Jayashree Aradhaya,Entrepreneur,Female,Middle,16-Sep-22,6.0,12.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,6,0.0,0.0,0.0,0.0,,,,,,1.0,0
Kannada,Kiran Yogeshwar,Model,Female,Middle,14-Aug-22,1.0,11.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,1,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Lokesh,Comedian,Male,Middle,13-Aug-22,1.0,13.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,1,0.0,0.0,1.0,0.0,,,,,,,0
Kannada,Nandhini,Reality Show Alumni,Female,Young,10-Sep-22,5.0,15.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Rakesh Adiga,Actor,Male,Middle,16-Sep-22,6.0,9.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,0.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Kannada,Roopesh Shetty,Radio Jockey,Male,Middle,,,7.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,2,1.0,0.0,0.0,0.0,,,,,9.0,1.0,1
Kannada,Sanya Iyer,Soap Actress,Female,Young,16-Sep-22,6.0,3.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,0.0,0.0,0.0,0.0,,,,,6.0,1.0,0
Kannada,Somanna Machimada,News Presenter,Male,Middle,16-Sep-22,6.0,4.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,4,1.0,0.0,0.0,0.0,,,,,,1.0,0
Kannada,Sonu Srinivas Gowda,Social Media Star,Female,Young,16-Sep-22,6.0,2.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,5,0.0,0.0,0.0,0.0,,,,,,1.0,0
Kannada,Spoorthi Gowda,Soap Actress,Female,Young,20-Aug-22,2.0,5.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,2,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Uday Surya,Soap Actor,Male,Middle,27-Aug-22,3.0,16.0,No,Sudeep,,Voot,,Karnataka,Bengaluru,Yes,2,0.0,0.0,0.0,0.0,,,,,,,0
Kannada,Aishwarya Pissay,Sports Person,Female,Young,,1.0,13.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Amulya Gowda,Soap Actress,Female,Young,,13.0,4.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Anupama Gowda,Soap Actress,Female,Middle,,12.0,5.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,6,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Arun Sagar,Art Director,Male,Old,,13.0,7.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,7,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Aryavardhan Guruji,Numerologist,Male,Old,,14.0,17.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,11,1.0,0.0,0.0,0.0,,,,,6.0,1.0,0
Kannada,Darsh Chandrapa,Actor,Male,Young,,3.0,10.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Deepika Das,Actress,Female,Young,,14.0,1.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,10,1.0,1.0,0.0,0.0,,,,,8.0,1.0,0
Kannada,Divya Uruduga,Actress,Female,Middle,,14.0,11.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,11,0.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Kannada,Kavyashree Gowda,Soap Actress,Female,Young,,10.0,3.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,5,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Mayuri Kyatari,Actress,Female,Middle,,4.0,14.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Nawaz,Social Media Star,Male,Young,,2.0,8.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Neha Gowda,Soap Actress,Female,Middle,,5.0,2.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Prashanth Sambargi,Activist,Male,Middle,,11.0,12.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,10,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Rakesh Adiga,Actor,Male,Middle,,14.0,15.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,5,1.0,0.0,0.0,0.0,,,,,9.0,1.0,0
Kannada,Roopesh Shetty,Radio Jockey,Male,Middle,,,16.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,10,1.0,0.0,0.0,0.0,,,,,9.0,1.0,1
Kannada,Rupesh Rajanna,Activist,Male,Middle,,14.0,9.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,8,1.0,0.0,0.0,0.0,,,,,8.0,1.0,0
Kannada,Sanya Iyer,Soap Actress,Female,Young,,6.0,18.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Vinod Gobragala,Comedian,Male,Middle,,9.0,6.0,No,Sudeep,Colors Kannada,Voot,,Karnataka,Bengaluru,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Kannada,Avinash Surasundra,Actor,Male,Middle,,1.0,5.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,,,,,,,0.0,0
Kannada,Bhagyashree Rao,Soap Actress,Female,Old,,6.0,16.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,4,,,,,,,,,,0.0,0
Kannada,Chitral Rangaswamy,Actress,Female,Middle,,1.0,14.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,,,,,,,0.0,0
Kannada,Eshani Chandrashekar,Singer,Female,Young,,6.0,3.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,3,,,,,,,,,,0.0,0
Kannada,Gaurish Akki,News Presenter,Male,Middle,,2.0,17.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,2,,,,,,,,,,0.0,0
Kannada,Karthik Mahesh,Soap Actor,Male,Middle,,,19.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,12,1.0,,,,,,,,9.0,1.0,1
Kannada,Michel Ajay,Model,Male,Young,,13.0,18.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,11,2.0,,,,,,,,,0.0,0
Kannada,Namratha Gowda,Soap Actress,Female,Middle,,15.0,1.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,4,1.0,,,,,,,,,0.0,0
Kannada,Neethu Vanajakshi,Pageant Winner,Transgender,Middle,,7.0,9.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,5,2.0,,,,,,,,,0.0,0
Kannada,Prathap Drone,Social Media Star,Male,Young,,16.0,6.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,11,,2.0,2.0,,,,,,8.0,1.0,0
Kannada,Rakshak Bullet,Social Media Star,Male,Young,,4.0,11.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,1.0,,,,,,,,,0.0,0
Kannada,Sangeetha Sringeri,Actress,Female,Young,,16.0,12.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,9,1.0,1.0,1.0,,,,1.0,,8.0,1.0,0
Kannada,Santosh Kumar Tukali,Comedian,Male,Middle,,16.0,7.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,10,,,,,,,,,6.0,1.0,0
Kannada,Santosh Varthur,Farmer,Male,Middle,,16.0,15.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,11,1.0,1.0,,1.0,,,,,7.0,1.0,0
Kannada,Siri Sirija,Soap Actress,Female,Middle,,12.0,10.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,8,,,,,,,,,,0.0,0
Kannada,Snake Shyam,Snake enthusiast,Male,Old,15-Oct-23,1.0,13.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,,,,,,,0.0,0
Kannada,Snehith Gowda,Soap Actor,Male,Young,,9.0,2.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,6,1.0,,,,,,,,,0.0,0
Kannada,Tanisha Kuppanda,Soap Actress,Female,Middle,,15.0,8.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,12,1.0,1.0,1.0,,,,,,,0.0,0
Kannada,Vinay Gowda,Soap Actor,Male,Middle,,16.0,4.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,10,1.0,,,,,,,,7.0,1.0,0
Kannada,Avinash Shetty,Actor,Male,Middle,,11.0,20.0,Yes,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,3,,,,,,,,,,0.0,0
Kannada,Pavi Poovappa,Model,Female,Middle,,10.0,21.0,Yes,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,2,,,,,,,,,,0.0,0
Kannada,Aishwarya Shindogi,Actress,Female,Middle,,13.0,10.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,7,1.0,,,,,,,,,0.0,0
Kannada,Anusha Rai,Actress,Female,Young,,7.0,7.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,4,,,,,,,,,,0.0,0
Kannada,Bhavya Gowda,Soap Actress,Female,Young,,17.0,1.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,13,1.0,,,,,,,,5.0,1.0,0
Kannada,Chaithra Kundapura,Activist,Female,Middle,,15.0,13.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,9,,1.0,1.0,,1.0,,,,,0.0,0
Kannada,Dhanraj Acharya,Comedian,Male,Young,,16.0,4.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,9,1.0,,,,,,,,,0.0,0
Kannada,Dharma Keerthiraj,Actor,Male,Middle,,8.0,8.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,5,,,,,,,,,,0.0,0
Kannada,Gold Suresh,Businessman,Male,Middle,,11.0,16.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,8,,,1.0,,,,,,,0.0,0
Kannada,Gouthami Jadav,Soap Actress,Female,Middle,,16.0,5.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,8,1.0,,,,,,,,,0.0,0
Kannada,Hamsa Narayanaswamy,Actress,Female,Young,,4.0,9.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,3,1.0,,,,,,,,,0.0,0
Kannada,Lawyer Jagadish,Lawyer,Male,Middle,,3.0,6.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,3,,,,1.0,,,,,,0.0,0
Kannada,Mokshitha Pai,Soap Actress,Female,Young,,17.0,17.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,14,,,,,,,,,6.0,1.0,0
Kannada,Ranjith Kumar,Soap Actor,Male,Middle,,3.0,14.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,1.0,,,,,,0.0,0
Kannada,Shishir Shastry,Actor,Male,Middle,,11.0,3.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,6,1.0,,,,,,,,,0.0,0
Kannada,Trivikram,Soap Actor,Male,Middle,,17.0,12.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,10,2.0,,,,,,,,8.0,1.0,0
Kannada,Tukali Manasa,Comedian,Female,Young,,5.0,15.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,5,,,,,,,,,,0.0,0
Kannada,Ugramm Manju,Actor,Male,Young,,17.0,11.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,11,1.0,,,,,,,,6.0,1.0,0
Kannada,Yamuna Srinidhi,Actress,Female,Middle,,1.0,2.0,No,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,,,,,,,0.0,0
Kannada,Hanumantha Lamani,Singer,Male,Middle,,,18.0,Yes,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,8,1.0,,,,,,,,9.0,1.0,1
Kannada,Shobha Shetty,Soap Actress,Female,Middle,,9.0,19.0,Yes,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,1,,,,,,,,,,0.0,0
Kannada,Rajat Kishan,Soap Actor,Male,Middle,,17.0,20.0,Yes,Sudeep,Colors Kannada,JioCinema,,Karnataka,Bengaluru,No,6,,,,,,,,,7.0,1.0,0
Telugu,Aadarsh Balakrishna,Actor,Male,Middle,24-Sep-17,10.0,12.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,4,1.0,0.0,0.0,0.0,,,,,7.0,1.0,0
Telugu,Archana,Actress,Female,Middle,24-Sep-17,10.0,1.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,6,1.0,0.0,0.0,0.0,,,,,5.0,1.0,0
Telugu,Dhanraj,Comedian,Male,Middle,26-Aug-17,6.0,14.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Hari Teja,Actress,Female,Young,24-Sep-17,10.0,13.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,6,1.0,0.0,0.0,0.0,,,,,5.0,1.0,0
Telugu,Jyothi,Actress,Female,Middle,23-Jul-17,1.0,6.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Kalpana Raghavendar,Singer,Female,Middle,13-Aug-17,4.0,8.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,2,1.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Kathi Karthika,TV Anchor,Female,Middle,27-Aug-17,6.0,10.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Madhu Priya,Singer,Female,Young,30-Jul-17,2.0,5.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Mahesh Kathi,Film Critic,Male,Middle,12-Aug-17,4.0,9.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Mumaith Khan,Actress,Female,Middle,3-Sep-17,7.0,3.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,1.0,2.0,0.0,1.0,1.0,,,,,0.0,0
Telugu,Prince Cecil,Actor,Male,Young,10-Sep-17,8.0,4.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Sameer Hasan,Actor,Male,Middle,6-Aug-17,3.0,2.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Sampoornesh Babu,Actor,Male,Middle,25-Jul-17,,11.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,1,1.0,0.0,1.0,0.0,,,,,,0.0,0
Telugu,Siva Balaji,Actor,Male,Middle,,,7.0,No,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,4,2.0,0.0,0.0,0.0,,,,,8.0,1.0,1
Telugu,Diksha Panth,Actress,Female,Young,17-Sep-17,9.0,15.0,Yes,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Navdeep,Actor,Male,Middle,24-Sep-17,10.0,16.0,Yes,Jr. NTR,Star Maa,,15.0,"Telangana, Andhra Pradesh",Lonavala,No,3,1.0,0.0,0.0,0.0,,,,,9.0,1.0,0
Telugu,Amit Tiwari,Actor,Male,Middle,,14.0,2.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Babu Gogineni,Activist,Male,Old,,9.0,5.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,5,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Bhanu Sree,Actress,Female,Middle,,5.0,6.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Deepti Nallamuthu,News Presenter,Female,Middle,30-Sep-18,16.0,3.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,9,1.0,0.0,0.0,0.0,,,,,5.0,1.0,0
Telugu,Deepthi Sunaina,Social Media Star,Female,Young,,10.0,10.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Ganesh,Commoner - RJ,Male,Young,,11.0,14.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,9,0.0,0.0,0.0,0.0,,,,,,0.0,0
Telugu,Geetha Madhuri,Singer,Female,Young,30-Sep-18,16.0,1.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,7,2.0,0.0,0.0,0.0,,,,Success,8.0,1.0,0
Telugu,Kaushal Manda,Actor,Male,Middle,,,11.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,11,1.0,0.0,0.0,0.0,,,,,10.0,1.0,1
Telugu,Kireeti Damaraju,Actor,Male,Middle,,3.0,9.0,No,Nani,Star Maa,,15.0,"Telangana, Andhra Pradesh",Hyderabad,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
