Language,Name,Profession,Gender,Age,Elimination Date,Elimination Week Number,Contestant Number,Wild Card,Host Name,Broadcasted By,OTT Platform,Average TRP,Most Viewed States,House Location,OTT Season,Number of Evictions Faced,Number of Times Elected as Captain,Number of Re-entries,Walked,Ejected,In Secret-Room,Won Eviction Free Pass,Won Ticket to Finale,Secret Task,Social Media Popularity,Finalist,Winner
Hindi,Amit Sadh,Soap Actor,Male,Young,,10.0,5.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Anupama Verma,Model,Female,Young,,5.0,8.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Aryan Vaid,Pageant Winner,Male,Middle,,4.0,9.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Bobby Darling,Activist,Transgender,Young,,1.0,12.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Carol Gracias,Model,Female,Young,26-Jan-07,12.0,2.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,0.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Deepak Parashar,Actor,Male,Old,,2.0,11.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Kashmira Shah,Actress,Female,Middle,,3.0,10.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Ragini Shetty,Commoner,Female,Young,,7.0,7.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Rahul Roy,Actor,Male,Middle,,,1.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,4.0,0.0,0.0,0.0,,,,,,1.0,1
Hindi,Rakhi Sawant,Actress,Female,Middle,,11.0,4.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,1.0,0.0,0.0,,,,,,1.0,0
Hindi,Ravi Kishan,Actor,Male,Middle,26-Jan-07,12.0,3.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,2.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Rupali Ganguly,Soap Actress,Female,Young,,9.0,6.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Salil Ankola,Sports Person,Male,Middle,,1.0,13.0,No,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,0,0.0,0.0,0.0,1.0,,,,,,0.0,0
Hindi,Deepak Tijori,Actor,Male,Middle,,6.0,14.0,Yes,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Baba Sehgal,Singer,Male,Middle,,8.0,15.0,Yes,Arshad Warsi,Sony,,2.72,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Ahsaan Qureshi,Comedian,Male,Middle,,9.0,11.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Ashutosh Kaushik,Reality Show Alumni,Male,Middle,,,10.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,0.0,1.0,1.0,0.0,,,,,,1.0,1
Hindi,Debojit Saha,Singer,Male,Middle,,10.0,2.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Elina Wadiwala,Model,Female,Young,,5.0,13.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Jade Goody,International Star,Female,Young,,,14.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,0,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Ketaki Dave,Soap Actress,Female,Middle,,4.0,12.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Monica Bedi,Actress,Female,Middle,,13.0,1.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,1.0,0.0,0.0,,1.0,,,,0.0,0
Hindi,Payal Rohatgi,Actress,Female,Young,,8.0,6.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Rahul Mahajan,Politician,Male,Middle,,,5.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,0.0,1.0,1.0,1.0,,,,,,0.0,0
Hindi,Raja Chaudhary,Actor,Male,Middle,22-Nov-08,14.0,9.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,6,0.0,2.0,1.0,0.0,1.0,1.0,,,,1.0,0
Hindi,Rakhee Tandon,Actress,Female,Middle,,2.0,4.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Sambhavna Seth,Actress,Female,Young,,7.0,3.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Sanjay Nirupam,Politician,Male,Middle,,1.0,7.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Zulfi Syed,Model,Male,Middle,22-Nov-08,14.0,8.0,No,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,0.0,1.0,1.0,0.0,,,,,,1.0,0
Hindi,Diana Hayden,Pageant Winner,Female,Middle,,12.0,15.0,Yes,Shilpa Shetty,Colors,,2.89,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Aditi Gowitrikar,Actress,Female,Middle,,10.0,8.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Bakhtiyaar Irani,Soap Actor,Male,Young,,,5.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,6,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Claudia Ciesla,Model,Female,Young,,9.0,11.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Ismail Darbar,Singer,Male,Middle,,4.0,1.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Jaya Sawant,Commoner,Female,Old,,1.0,9.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Kamal Rashid Khan,Film Director,Male,Middle,,2.0,3.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,1.0,0.0,1.0,,,,,,0.0,0
Hindi,Poonam Dhillon,Actress,Female,Middle,,12.0,4.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Raju Srivastav,Comedian,Male,Middle,,8.0,13.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Rohit Verma,Fashion Designer,Male,Young,,7.0,12.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shamita Shetty,Actress,Female,Middle,,,10.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,0,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Sherlyn Chopra,Actress,Female,Young,,3.0,2.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Tanaaz Irani,Actress,Female,Middle,,5.0,6.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Vindu Dara Singh,Actor,Male,Middle,,,7.0,No,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,7,0.0,0.0,0.0,0.0,,,,,,1.0,1
Hindi,Vinod Kambli,Sports Person,Male,Middle,,6.0,14.0,Yes,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Pravesh Rana,Model,Male,Young,,12.0,15.0,Yes,Amitabh Bachchan,Colors,,2.83,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,0.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Aanchal Kumar,Model,Female,Middle,,10.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Abbas Kazmi,Lawyer,Male,Old,,1.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Ashmit Patel,Actor,Male,Middle,8-Jan-11,14.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Ali Saleem (Begum),TV Anchor,Male,Middle,,3.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Devinder Singh,Controversial Fame,Male,Young,,1.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,1.0,0.0,0.0,1.0,,,,,,0.0,0
Hindi,Hrishant Goswami,Model,Male,Young,,8.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Manoj Tiwari,Actor,Male,Middle,,9.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Rahul Bhatt,Actor,Male,Young,,5.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Sakshi Pradhan,Reality Show Alumni,Female,Young,,2.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Samir Soni,Actor,Male,Middle,,13.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,6,0.0,1.0,0.0,1.0,,,,,,0.0,0
Hindi,Sara Khan,Soap Actress,Female,Young,,4.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0
Hindi,Seema Parihar,Politician,Female,Middle,,11.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shweta Tiwari,Soap Actress,Female,Middle,,,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,2.0,0.0,0.0,0.0,,,,,,1.0,1
Hindi,Veena Malik,Actress,Female,Middle,,12.0,,No,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,6,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Dalip Singh Rana (Khali),Wrestler,Male,Middle,8-Jan-11,14.0,15.0,Yes,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,2.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Dolly Bindra,Actress,Female,Middle,8-Jan-11,14.0,16.0,Yes,Salman Khan,Colors,,4.95,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,1.0,1.0,0.0,1.0,,,,,,1.0,0
Hindi,Gulabo Sapera,Choreographer,Female,Middle,,2.0,12.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Juhi Parmar,Soap Actress,Female,Middle,,,14.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,4,1.0,0.0,0.0,0.0,,,,,,1.0,1
Hindi,Laxmi Narayan Tripathi,Activist,Transgender,Middle,,6.0,13.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Mahek Chahal,Actress,Female,Middle,7-Jan-12,14.0,9.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,8,1.0,1.0,0.0,0.0,,,,,,1.0,0
Hindi,Mandeep Bevli,News Presenter,Female,Middle,,5.0,6.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,2,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Nihita Biswas,Controversial Fame,Female,Young,,1.0,4.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Pooja Bedi,News Presenter,Female,Middle,,8.0,2.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Pooja Mishra,Reality Show Alumni,Female,Young,,,11.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,6,1.0,1.0,0.0,1.0,,,,,,0.0,0
Hindi,Raageshwari Loomba,Singer,Female,Middle,,3.0,7.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shakti Kapoor,Actor,Male,Old,,4.0,1.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,2.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shonali Nagrani,Actress,Female,Young,,11.0,3.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,4,2.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Shraddha Sharma,Soap Actress,Female,Middle,,9.0,5.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,3,1.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Sonika Kaliraman,Wrestler,Female,Young,,,10.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,0,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Vida Samadzai,Pageant Winner,Female,Middle,,7.0,8.0,No,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,1,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Amar Upadhyay,Soap Actor,Male,Middle,7-Jan-12,14.0,15.0,Yes,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,7,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Siddharth Bhardwaj,Reality Show Alumni,Male,Young,7-Jan-12,14.0,16.0,Yes,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,5,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Akashdeep Saigal,Soap Actor,Male,Middle,7-Jan-12,14.0,17.0,Yes,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,5,1.0,0.0,0.0,0.0,,,,,,1.0,0
Hindi,Sunny Leone,Actress,Female,Middle,,13.0,18.0,Yes,Salman Khan,Colors,,4.19,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Karjat,No,3,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Aashka Goradia,Soap Actress,Female,Young,,12.0,6.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,1.0,1.0,0.0,0.0,1.0,,,,,0.0,0
Hindi,Aseem Trivedi,Cartoonist,Male,Young,,4.0,9.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Delnaaz Irani,Actress,Female,Middle,9-Jan-13,14.0,8.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,2.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Dinesh Lal Yadav,Actor,Male,Middle,,10.0,7.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,3,0.0,1.0,0.0,0.0,,,,,,0.0,0
Hindi,Karishma Kotak,Model,Female,Middle,,12.0,14.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,4,1.0,1.0,1.0,0.0,,,,,,0.0,0
Hindi,Kashif Qureshi,Commoner,Male,Middle,,2.0,15.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,2,0.0,0.0,0.0,0.0,,,,,,0.0,0
Hindi,Navjot Singh Sidhu,Sports Person,Male,Middle,,,1.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,1,0.0,0.0,1.0,0.0,,,,,,0.0,0
Hindi,Niketan Madhok,Model,Male,Middle,12-Jan-13,14.0,13.0,No,Salman Khan,Colors,,3.81,"Maharashtra, Bihar, Delhi, Haryana, Jharkhand, Madhya Pradesh, Rajasthan, Uttarakhand, Uttar Pradesh",Lonavala,No,5,2.0,0.0,0.0,0.0,,,,,,1.0,0
